,ID,Location,Country,Latitude,Longitude,timestamp,tide
212,1,BREST,FRA,48.383,-4.495,1824-09-01,7002.0
213,1,BREST,FRA,48.383,-4.495,1824-10-01,7133.0
214,1,BREST,FRA,48.383,-4.495,1824-11-01,7057.0
215,1,BREST,FRA,48.383,-4.495,1824-12-01,6970.0
216,1,BREST,FRA,48.383,-4.495,1825-01-01,6794.0
217,1,BREST,FRA,48.383,-4.495,1825-02-01,6780.0
218,1,BREST,FRA,48.383,-4.495,1825-03-01,6865.0
219,1,BREST,FRA,48.383,-4.495,1825-04-01,6884.0
220,1,BREST,FRA,48.383,-4.495,1825-05-01,6938.0
221,1,BREST,FRA,48.383,-4.495,1825-06-01,6903.0
222,1,BREST,FRA,48.383,-4.495,1825-07-01,6883.0
223,1,BREST,FRA,48.383,-4.495,1825-08-01,6947.0
224,1,BREST,FRA,48.383,-4.495,1825-09-01,7047.0
225,1,BREST,FRA,48.383,-4.495,1825-10-01,6955.0
226,1,BREST,FRA,48.383,-4.495,1825-11-01,6946.0
227,1,BREST,FRA,48.383,-4.495,1825-12-01,7100.0
228,1,BREST,FRA,48.383,-4.495,1826-01-01,6903.0
229,1,BREST,FRA,48.383,-4.495,1826-02-01,6930.0
230,1,BREST,FRA,48.383,-4.495,1826-03-01,6905.0
231,1,BREST,FRA,48.383,-4.495,1826-04-01,6769.0
232,1,BREST,FRA,48.383,-4.495,1826-05-01,6855.0
233,1,BREST,FRA,48.383,-4.495,1826-06-01,6815.0
234,1,BREST,FRA,48.383,-4.495,1826-07-01,6907.0
235,1,BREST,FRA,48.383,-4.495,1826-08-01,6962.0
236,1,BREST,FRA,48.383,-4.495,1826-09-01,7026.0
237,1,BREST,FRA,48.383,-4.495,1826-10-01,6981.0
238,1,BREST,FRA,48.383,-4.495,1826-11-01,6916.0
239,1,BREST,FRA,48.383,-4.495,1826-12-01,6890.0
240,1,BREST,FRA,48.383,-4.495,1827-01-01,6800.0
241,1,BREST,FRA,48.383,-4.495,1827-02-01,6800.0
242,1,BREST,FRA,48.383,-4.495,1827-03-01,6857.0
243,1,BREST,FRA,48.383,-4.495,1827-04-01,6833.0
244,1,BREST,FRA,48.383,-4.495,1827-05-01,6904.0
245,1,BREST,FRA,48.383,-4.495,1827-06-01,6879.0
246,1,BREST,FRA,48.383,-4.495,1827-07-01,6848.0
247,1,BREST,FRA,48.383,-4.495,1827-08-01,6887.0
248,1,BREST,FRA,48.383,-4.495,1827-09-01,6925.0
249,1,BREST,FRA,48.383,-4.495,1827-10-01,7087.0
250,1,BREST,FRA,48.383,-4.495,1827-11-01,6943.0
251,1,BREST,FRA,48.383,-4.495,1827-12-01,6993.0
252,1,BREST,FRA,48.383,-4.495,1828-01-01,7017.0
253,1,BREST,FRA,48.383,-4.495,1828-02-01,6959.0
254,1,BREST,FRA,48.383,-4.495,1828-03-01,6865.0
255,1,BREST,FRA,48.383,-4.495,1828-04-01,6915.0
256,1,BREST,FRA,48.383,-4.495,1828-05-01,6969.0
257,1,BREST,FRA,48.383,-4.495,1828-06-01,6913.0
258,1,BREST,FRA,48.383,-4.495,1828-07-01,7024.0
259,1,BREST,FRA,48.383,-4.495,1828-08-01,6975.0
260,1,BREST,FRA,48.383,-4.495,1828-09-01,7045.0
261,1,BREST,FRA,48.383,-4.495,1828-10-01,6979.0
262,1,BREST,FRA,48.383,-4.495,1828-11-01,7063.0
263,1,BREST,FRA,48.383,-4.495,1828-12-01,6979.0
264,1,BREST,FRA,48.383,-4.495,1829-01-01,6935.0
265,1,BREST,FRA,48.383,-4.495,1829-02-01,6862.0
266,1,BREST,FRA,48.383,-4.495,1829-03-01,7006.0
267,1,BREST,FRA,48.383,-4.495,1829-04-01,7078.0
268,1,BREST,FRA,48.383,-4.495,1829-05-01,6858.0
269,1,BREST,FRA,48.383,-4.495,1829-06-01,6868.0
270,1,BREST,FRA,48.383,-4.495,1829-07-01,6991.0
271,1,BREST,FRA,48.383,-4.495,1829-08-01,6911.0
272,1,BREST,FRA,48.383,-4.495,1829-09-01,7007.0
273,1,BREST,FRA,48.383,-4.495,1829-10-01,6872.0
274,1,BREST,FRA,48.383,-4.495,1829-11-01,6933.0
275,1,BREST,FRA,48.383,-4.495,1829-12-01,6893.0
276,1,BREST,FRA,48.383,-4.495,1830-01-01,6822.0
277,1,BREST,FRA,48.383,-4.495,1830-02-01,6835.0
278,1,BREST,FRA,48.383,-4.495,1830-03-01,6786.0
279,1,BREST,FRA,48.383,-4.495,1830-04-01,6936.0
280,1,BREST,FRA,48.383,-4.495,1830-05-01,6917.0
281,1,BREST,FRA,48.383,-4.495,1830-06-01,6910.0
282,1,BREST,FRA,48.383,-4.495,1830-07-01,6926.0
283,1,BREST,FRA,48.383,-4.495,1830-08-01,6974.0
284,1,BREST,FRA,48.383,-4.495,1830-09-01,6964.0
285,1,BREST,FRA,48.383,-4.495,1830-10-01,6880.0
286,1,BREST,FRA,48.383,-4.495,1830-11-01,7076.0
287,1,BREST,FRA,48.383,-4.495,1830-12-01,7022.0
288,1,BREST,FRA,48.383,-4.495,1831-01-01,7022.0
289,1,BREST,FRA,48.383,-4.495,1831-02-01,6920.0
290,1,BREST,FRA,48.383,-4.495,1831-03-01,6924.0
291,1,BREST,FRA,48.383,-4.495,1831-04-01,7038.0
292,1,BREST,FRA,48.383,-4.495,1831-05-01,7014.0
293,1,BREST,FRA,48.383,-4.495,1831-06-01,6936.0
294,1,BREST,FRA,48.383,-4.495,1831-07-01,6920.0
295,1,BREST,FRA,48.383,-4.495,1831-08-01,6946.0
296,1,BREST,FRA,48.383,-4.495,1831-09-01,6969.0
297,1,BREST,FRA,48.383,-4.495,1831-10-01,7083.0
298,1,BREST,FRA,48.383,-4.495,1831-11-01,6947.0
299,1,BREST,FRA,48.383,-4.495,1831-12-01,7045.0
300,1,BREST,FRA,48.383,-4.495,1832-01-01,6936.0
301,1,BREST,FRA,48.383,-4.495,1832-02-01,6871.0
302,1,BREST,FRA,48.383,-4.495,1832-03-01,6770.0
303,1,BREST,FRA,48.383,-4.495,1832-04-01,6836.0
304,1,BREST,FRA,48.383,-4.495,1832-05-01,6875.0
305,1,BREST,FRA,48.383,-4.495,1832-06-01,6938.0
306,1,BREST,FRA,48.383,-4.495,1832-07-01,6894.0
307,1,BREST,FRA,48.383,-4.495,1832-08-01,6946.0
308,1,BREST,FRA,48.383,-4.495,1832-09-01,6906.0
309,1,BREST,FRA,48.383,-4.495,1832-10-01,6929.0
310,1,BREST,FRA,48.383,-4.495,1832-11-01,6968.0
311,1,BREST,FRA,48.383,-4.495,1832-12-01,6882.0
312,1,BREST,FRA,48.383,-4.495,1833-01-01,6856.0
313,1,BREST,FRA,48.383,-4.495,1833-02-01,7009.0
314,1,BREST,FRA,48.383,-4.495,1833-03-01,6880.0
315,1,BREST,FRA,48.383,-4.495,1833-04-01,6890.0
316,1,BREST,FRA,48.383,-4.495,1833-05-01,6832.0
317,1,BREST,FRA,48.383,-4.495,1833-06-01,6914.0
318,1,BREST,FRA,48.383,-4.495,1833-07-01,6882.0
319,1,BREST,FRA,48.383,-4.495,1833-08-01,6923.0
320,1,BREST,FRA,48.383,-4.495,1833-09-01,6934.0
321,1,BREST,FRA,48.383,-4.495,1833-10-01,7046.0
322,1,BREST,FRA,48.383,-4.495,1833-11-01,6972.0
323,1,BREST,FRA,48.383,-4.495,1833-12-01,6959.0
324,1,BREST,FRA,48.383,-4.495,1834-01-01,7028.0
325,1,BREST,FRA,48.383,-4.495,1834-02-01,6810.0
326,1,BREST,FRA,48.383,-4.495,1834-03-01,6803.0
327,1,BREST,FRA,48.383,-4.495,1834-04-01,6827.0
328,1,BREST,FRA,48.383,-4.495,1834-05-01,6918.0
329,1,BREST,FRA,48.383,-4.495,1834-06-01,6871.0
330,1,BREST,FRA,48.383,-4.495,1834-07-01,6910.0
331,1,BREST,FRA,48.383,-4.495,1834-08-01,6979.0
332,1,BREST,FRA,48.383,-4.495,1834-09-01,6966.0
333,1,BREST,FRA,48.383,-4.495,1834-10-01,6931.0
334,1,BREST,FRA,48.383,-4.495,1834-11-01,6996.0
335,1,BREST,FRA,48.383,-4.495,1834-12-01,6817.0
336,1,BREST,FRA,48.383,-4.495,1835-01-01,6859.0
337,1,BREST,FRA,48.383,-4.495,1835-02-01,6799.0
338,1,BREST,FRA,48.383,-4.495,1835-03-01,6756.0
339,1,BREST,FRA,48.383,-4.495,1835-04-01,6767.0
340,1,BREST,FRA,48.383,-4.495,1835-05-01,6856.0
341,1,BREST,FRA,48.383,-4.495,1835-06-01,6837.0
342,1,BREST,FRA,48.383,-4.495,1835-07-01,6868.0
343,1,BREST,FRA,48.383,-4.495,1835-08-01,6908.0
344,1,BREST,FRA,48.383,-4.495,1835-09-01,7067.0
345,1,BREST,FRA,48.383,-4.495,1835-10-01,7068.0
346,1,BREST,FRA,48.383,-4.495,1835-11-01,7050.0
347,1,BREST,FRA,48.383,-4.495,1835-12-01,6892.0
348,1,BREST,FRA,48.383,-4.495,1836-01-01,
349,1,BREST,FRA,48.383,-4.495,1836-02-01,
350,1,BREST,FRA,48.383,-4.495,1836-03-01,
351,1,BREST,FRA,48.383,-4.495,1836-04-01,
352,1,BREST,FRA,48.383,-4.495,1836-05-01,
353,1,BREST,FRA,48.383,-4.495,1836-06-01,
354,1,BREST,FRA,48.383,-4.495,1836-07-01,
355,1,BREST,FRA,48.383,-4.495,1836-08-01,
356,1,BREST,FRA,48.383,-4.495,1836-09-01,
357,1,BREST,FRA,48.383,-4.495,1836-10-01,
358,1,BREST,FRA,48.383,-4.495,1836-11-01,
359,1,BREST,FRA,48.383,-4.495,1836-12-01,
360,1,BREST,FRA,48.383,-4.495,1837-01-01,
361,1,BREST,FRA,48.383,-4.495,1837-02-01,
362,1,BREST,FRA,48.383,-4.495,1837-03-01,
363,1,BREST,FRA,48.383,-4.495,1837-04-01,
364,1,BREST,FRA,48.383,-4.495,1837-05-01,
365,1,BREST,FRA,48.383,-4.495,1837-06-01,
366,1,BREST,FRA,48.383,-4.495,1837-07-01,
367,1,BREST,FRA,48.383,-4.495,1837-08-01,
368,1,BREST,FRA,48.383,-4.495,1837-09-01,
369,1,BREST,FRA,48.383,-4.495,1837-10-01,
370,1,BREST,FRA,48.383,-4.495,1837-11-01,
371,1,BREST,FRA,48.383,-4.495,1837-12-01,
372,1,BREST,FRA,48.383,-4.495,1838-01-01,
373,1,BREST,FRA,48.383,-4.495,1838-02-01,
374,1,BREST,FRA,48.383,-4.495,1838-03-01,
375,1,BREST,FRA,48.383,-4.495,1838-04-01,
376,1,BREST,FRA,48.383,-4.495,1838-05-01,
377,1,BREST,FRA,48.383,-4.495,1838-06-01,
378,1,BREST,FRA,48.383,-4.495,1838-07-01,
379,1,BREST,FRA,48.383,-4.495,1838-08-01,
380,1,BREST,FRA,48.383,-4.495,1838-09-01,
381,1,BREST,FRA,48.383,-4.495,1838-10-01,
382,1,BREST,FRA,48.383,-4.495,1838-11-01,
383,1,BREST,FRA,48.383,-4.495,1838-12-01,
384,1,BREST,FRA,48.383,-4.495,1839-01-01,
385,1,BREST,FRA,48.383,-4.495,1839-02-01,
386,1,BREST,FRA,48.383,-4.495,1839-03-01,
387,1,BREST,FRA,48.383,-4.495,1839-04-01,
388,1,BREST,FRA,48.383,-4.495,1839-05-01,
389,1,BREST,FRA,48.383,-4.495,1839-06-01,
390,1,BREST,FRA,48.383,-4.495,1839-07-01,
