Station Name,ID,Lat.,Lon.,GLOSS ID,Country,Date,Coastline,Station
YANTAI,731,37.533,121.383,,CHN,21/07/1995,610,36
TANGGU,1403,39.000,117.717,,CHN,21/07/1995,610,37
QINHUANGDAO,614,39.900,119.600,,CHN,24/07/1995,610,39
DALIAN,723,38.867,121.683,79,CHN,24/04/2018,610,44
LAOHUTAN,1513,38.867,121.683,79,CHN,20/4/1998,610,45
WAGLAN ISLAND,1698,22.183,114.303,,HKG,15/05/2018,611,7
"CHI MA WAN, LANTAU ISLAND",987,22.233,114.000,,HKG,13/05/1998,611,8
QUARRY BAY,1674,22.291,114.213,77,HKG,15/05/2018,611,10
NORTH POINT,333,22.300,114.200,77,HKG,01/01/1980,611,11
TAI MIU WAN,1891,22.270,114.289,,HKG,15/5/2018,611,12
"TAI PO KAU, TOLO HARBOUR",1034,22.443,114.184,,HKG,15/05/2018,611,14
TSIM BEI TSUI,1366,22.487,114.014,,HKG,15/05/2018,611,17
LOK ON PAI,1685,22.367,114.000,,HKG,16/05/2000,611,19
SHEK PIK,1902,22.220,113.894,,HKG,15/05/2018,611,23
KEELUNG II,545,25.133,121.733,,TWN,28/04/1998,612,2
KAOHSIUNG II,1356,22.533,120.317,,TWN,28/04/1998,612,12
INCHEON,956,37.452,126.592,,KOR,03/05/2018,620,11
ANHEUNG,1699,36.674,126.132,,KOR,03/05/2018,620,14
BORYEONG,1675,36.406,126.486,,KOR,03/05/2018,620,17
KUNSAN,959,35.983,126.717,,KOR,25/01/2001,620,21
GUNSAN (OUTER PORT),1527,35.976,126.563,,KOR,03/05/2018,620,22
WIDO,1628,35.618,126.302,,KOR,03/05/2018,620,24
MOKPO,954,34.780,126.376,,KOR,03/05/2018,620,27
HEUKSANDO,1489,34.684,125.436,,KOR,03/05/2018,620,28
SEOGWIPO,1627,33.240,126.562,,KOR,03/05/2018,620,32
JEJU,1066,33.528,126.543,,KOR,03/05/2018,620,33
WANDO,1568,34.315,126.760,,KOR,03/05/2018,620,34
GEOMUNDO,1546,34.028,127.309,,KOR,03/05/2018,620,35
YEOSU,1155,34.747,127.766,,KOR,03/05/2018,620,36
TONGYEONG,1446,34.828,128.435,,KOR,03/05/2018,620,38
CHUJADO,1588,33.962,126.300,,KOR,03/05/2018,620,39
CHINHAE,970,35.150,128.650,,KOR,01/01/1980,620,41
GADEOKDO,1445,35.025,128.811,,KOR,03/05/2018,620,43
BUSAN,955,35.096,129.036,84,KOR,03/05/2018,620,46
ULSAN,997,35.502,129.387,,KOR,03/05/2018,620,51
POHANG,1324,36.047,129.384,,KOR,25/04/2017,620,56
ULLEUNG,1490,37.491,130.914,,KOR,03/05/2018,620,59
MUKHO,1108,37.550,129.116,,KOR,03/05/2018,620,61
SOKCHO,1365,38.207,128.594,,KOR,03/05/2018,620,71
WONSAN,1007,39.167,127.450,307,PRK,03/09/1993,625,11
YUZHNO KURILSK,546,44.017,145.867,90,RUS,25/01/1996,630,1
NAGAEVO,827,59.550,150.717,92,RUS,09/01/2018,630,11
PETROPAVLOVSK-KAMCHATSKY,824,52.983,158.650,93,RUS,09/01/2018,630,21
MONBETU I,772,44.350,143.367,,JPN,01/01/1980,641,1
MONBETU II,1470,44.350,143.367,,JPN,20/02/2013,641,2
ABASHIRI,1104,44.019,144.286,327,JPN,20/02/2018,641,3
HANASAKI,139,43.283,145.583,,JPN,01/01/1980,641,11
HANASAKI II,1442,43.278,145.568,,JPN,21/02/2018,641,12
KUSHIRO,518,42.976,144.371,89,JPN,20/02/2018,641,21
URAKAWA I,869,42.167,142.767,,JPN,01/01/1980,641,26
URAKAWA II,1296,42.167,142.767,,JPN,26/11/2015,641,27
MURORAN,1194,42.350,140.950,,JPN,20/04/2009,641,29
HAKODATE I,813,41.782,140.725,88,JPN,20/02/2018,641,31
HAKODATE II,671,41.767,140.717,88,JPN,06/12/1990,641,32
TAPPI,1587,41.243,140.381,,JPN,21/02/2018,641,33
YOSIOKA,1596,41.450,140.250,,JPN,20/04/2009,641,34
ESASHI,1605,41.867,140.133,,JPN,24/08/1998,641,35
OSHORO I,159,43.217,140.867,,JPN,01/01/1980,641,41
OSHORO II,1027,43.209,140.858,,JPN,20/02/2018,641,42
WAKKANAI,1103,45.408,141.685,324,JPN,20/02/2018,641,61
HACHINOHE I,460,40.533,141.533,,JPN,01/01/1980,642,1
HACHINOHE II,1266,40.532,141.528,,JPN,22/02/2012,642,2
MIYAKO I,463,39.633,141.967,,JPN,01/01/1980,642,11
MIYAKO II,1149,39.643,141.975,,JPN,20/02/2018,642,12
KAMAISI II,1346,39.273,141.889,,JPN,21/02/2018,642,17
OFUNATO I,1140,39.067,141.717,87,JPN,01/01/1980,642,21
OFUNATO II,1364,39.020,141.753,87,JPN,21/2/2018,642,22
ONAGAWA,674,38.433,141.467,,JPN,01/01/1980,642,28
AYUKAWA,131,38.297,141.505,,JPN,20/02/2018,642,31
SOMA,1345,37.831,140.962,,JPN,21/02/2018,642,36
ONAHAMA,635,36.938,140.892,,JPN,20/02/2018,642,41
CHOSHI-GYOKO,1544,35.744,140.858,,JPN,21/02/2018,642,50
CHOSHI I,879,35.733,140.867,,JPN,01/01/1980,642,51
KATSUURA,1191,35.129,140.249,,JPN,20/2/2018,642,55
MERA,359,34.919,139.825,86,JPN,20/02/2018,642,61
TUKIZI,673,35.667,139.767,,JPN,01/01/1980,642,63
TOKYO III,1545,35.649,139.770,,JPN,21/02/2018,642,69
TOKYO I,881,35.667,139.767,,JPN,01/01/1980,642,70
TOKYO II,1222,35.650,139.767,,JPN,12/09/1997,642,71
SIBAURA,952,35.633,139.750,,JPN,20/04/2009,642,72
YOKOSUKA,722,35.288,139.651,,JPN,20/02/2018,642,81
ABURATSUBO,130,35.160,139.615,,JPN,20/02/2018,642,91
KAMINATO II (HATIZYO SIMA),1440,33.130,139.805,,JPN,21/02/2018,642,97
MIYAKE SIMA,1060,34.067,139.481,,JPN,20/02/2018,642,98
KOZU SIMA,1061,34.209,139.132,,JPN,20/02/2018,642,99
OKADA,1091,34.789,139.391,,JPN,20/02/2018,642,100
ITO I,876,34.967,139.117,,JPN,01/01/1980,642,111
ITO II,1343,34.896,139.133,,JPN,21/02/2018,642,112
MINAMI IZU,1064,34.617,138.883,,JPN,21/04/2009,642,115
UCHIURA,407,35.017,138.890,,JPN,20/02/2018,642,118
TAGO,1437,34.807,138.764,,JPN,21/02/2018,642,119
SHIMIZU-MINATO,808,35.012,138.518,,JPN,20/02/2018,642,121
YAIZU,1438,34.871,138.327,,JPN,21/02/2018,642,122
OMAEZAKI II,1263,34.608,138.222,,JPN,20/02/2018,642,124
MAISAKA,1089,34.682,137.609,,JPN,09/01/2019,642,126
ONISAKI,1026,34.904,136.824,,JPN,20/02/2018,642,128
NAGOYA,860,35.083,136.883,,JPN,15/09/1997,642,131
NAGOYA II,1488,35.091,136.881,,JPN,21/02/2018,642,132
TOBA,627,34.467,136.850,,JPN,01/01/1980,642,134
OWASE,1146,34.076,136.207,,JPN,20/2/2018,642,136
URAGAMI,1090,33.558,135.896,,JPN,20/02/2018,642,138
KUSHIMOTO,134,33.476,135.773,85,JPN,20/02/2018,642,141
SHIRAHAMA,1150,33.684,135.375,,JPN,20/02/2018,643,5
KAINAN,701,34.144,135.191,,JPN,20/02/2018,643,13
WAKAYAMA,816,34.222,135.146,,JPN,20/02/2018,643,15
TAN-NOWA,817,34.339,135.178,,JPN,20/02/2018,643,17
OSAKA,1099,34.658,135.433,,JPN,20/02/2018,643,21
KOBE,846,34.683,135.183,,JPN,21/02/1997,643,24
KOBE II,1790,34.682,135.190,,JPN,21/02/2018,643,25
SUMOTO,1098,34.341,134.907,,JPN,20/02/2018,643,26
UNO,812,34.489,133.949,,JPN,20/02/2018,643,31
KURE II,749,34.233,132.533,,JPN,01/01/1980,643,41
KURE III,1023,34.233,132.550,,JPN,01/01/1980,643,42
KURE IV,1209,34.241,132.550,,JPN,20/02/2018,643,43
HIROSIMA,1028,34.353,132.465,,JPN,20/02/2018,643,44
TOKUYAMA I,669,34.033,131.800,,JPN,01/01/1980,643,51
TOKUYAMA II,1210,34.041,131.803,,JPN,20/02/2018,643,52
KOCHI II,1184,33.500,133.583,,JPN,01/01/1980,644,2
KURE I,1320,33.334,133.243,,JPN,21/02/2018,644,4
KOCHI III,1567,33.499,133.569,,JPN,21/02/2018,644,5
TOSA SHIMIZU,815,32.779,132.959,,JPN,20/02/2018,644,11
UWAJIMA I,461,33.233,132.550,,JPN,01/01/1980,644,21
UWAJIMA II,1212,33.227,132.551,,JPN,20/02/2018,644,22
MATSUYAMA I,880,33.867,132.700,,JPN,01/01/1980,644,31
MATSUYAMA II,1062,33.859,132.712,,JPN,20/02/2018,644,32
TAKAMATSU,847,34.350,134.050,,JPN,01/07/1994,644,41
TAKAMATSU II,1789,34.351,134.057,,JPN,21/02/2018,644,42
KOMATSUSHIMA,809,34.009,134.588,,JPN,20/02/2018,644,51
MUROTOMISAKI,1390,33.266,134.164,,JPN,21/02/2018,644,61
MOZI,912,33.950,130.967,,JPN,21/04/2009,645,4
OITA II,1293,33.266,131.687,,JPN,20/02/2018,645,9
HOSOJIMA,133,32.429,131.669,,JPN,20/02/2018,645,11
ABURATSU,814,31.577,131.409,82,JPN,20/02/2018,645,21
NISINOOMOTE,1096,30.735,130.992,,JPN,20/02/2018,645,31
ODOMARI,1097,31.024,130.689,,JPN,20/02/2018,645,33
KAGOSHIMA I,868,31.600,130.567,,JPN,01/01/1980,645,40
MAKURAZAKI I,1142,31.267,130.300,,JPN,01/01/1980,645,42
AKUNE,1265,32.018,130.191,,JPN,20/02/2018,645,45
MISUMI,810,32.623,130.451,,JPN,07/02/2013,645,51
OURA,1102,32.977,130.221,,JPN,20/02/2018,645,59
KUCHINOTSU,1386,32.605,130.195,,JPN,21/02/2018,645,62
NAGASAKI,1100,32.735,129.866,83,JPN,20/02/2018,645,64
FUKUE,1101,32.696,128.849,,JPN,20/02/2018,645,66
SASEBO I,672,33.167,129.717,,JPN,01/01/1980,645,71
SASEBO II,1147,33.158,129.724,,JPN,20/02/2018,645,72
KARIYA,1318,33.473,129.849,,JPN,21/02/2018,645,75
IZUHARA,661,34.200,129.300,,JPN,04/05/1988,645,81
IZUHARA II,1586,34.198,129.292,,JPN,21/02/2018,645,82
HAKATA,1094,33.619,130.408,,JPN,20/02/2018,645,91
NASE I,887,28.383,129.500,,JPN,01/01/1980,646,1
NASE II,1018,28.383,129.500,,JPN,01/01/1980,646,2
NASE III,1522,28.500,129.500,,JPN,21/02/2018,646,3
NAKANO SIMA,1105,29.842,129.848,,JPN,20/02/2018,646,11
OKINAWA,1388,26.179,127.824,,JPN,21/02/2018,646,21
NAHA,1151,26.213,127.665,81,JPN,20/02/2018,646,24
ISHIGAKI,1411,24.333,124.167,,JPN,15/12/1989,646,41
ISHIGAKI II,1671,24.332,124.164,,JPN,21/02/2018,646,42
SHIMONOSEKI III,1830,33.925,130.928,,JPN,06/02/2014,647,10
SHIMONOSEKI I,845,33.967,130.950,,JPN,09/05/1995,647,11
SHIMONOSEKI II,783,33.967,130.950,,JPN,01/01/1980,647,12
HAGI,1306,34.433,131.417,,JPN,03/02/1993,647,15
TONOURA,94,34.900,132.067,326,JPN,04/05/1988,647,21
HAMADA II,1585,34.897,132.066,326,JPN,21/02/2018,647,23
SAKAI,811,35.548,133.243,,JPN,20/02/2018,647,41
SAIGO,1095,36.201,133.331,,JPN,20/02/2018,647,43
TAJIRI,1148,35.594,134.316,,JPN,20/02/2018,647,47
MIYAZU,872,35.533,135.183,,JPN,01/01/1980,647,51
MAIZURU I,663,35.483,135.400,,JPN,01/01/1980,647,61
MAIZURU II,1387,35.477,135.387,,JPN,21/02/2018,647,62
MAIZURU III,1523,35.450,135.317,,JPN,21/04/2009,647,63
MIKUNI,1190,36.255,136.149,,JPN,20/2/2018,647,65
TOYAMA,1389,36.762,137.225,325,JPN,21/02/2018,647,68
WAJIMA,132,37.406,136.900,,JPN,20/02/2018,647,71
KASHIWAZAKI,753,37.357,138.508,,JPN,20/02/2018,647,81
OGI,1344,37.815,138.281,,JPN,21/02/2018,647,86
AWA SIMA,1093,38.468,139.255,,JPN,20/02/2018,647,90
NEZUGASEKI,752,38.563,139.546,,JPN,20/02/2018,647,91
OGA,1264,39.942,139.706,,JPN,20/02/2018,647,96
IWASAKI,121,40.583,139.917,,JPN,01/01/1980,647,101
OMINATO,679,41.250,141.150,,JPN,21/04/2009,647,111
ASAMUSHI,721,40.898,140.859,,JPN,20/02/2018,647,121
CHICHIJIMA,1391,27.083,142.183,103,JPN,21/02/2018,648,1
"SAN FERNANDO, LA UNION",548,16.617,120.300,,PHL,27/06/1990,660,1
SAN JOSE,1711,12.333,121.083,,PHL,04/12/2018,660,2
PORT IRENE,1705,18.383,122.100,,PHL,8/10/2008,660,3
CATICLAN MALAY AKLAN,2172,11.950,121.933,,PHL,06/12/2018,660,4
"PULUPANDAN, NEGROS OCCIDENTAL",2151,10.517,122.800,,PHL,06/12/2018,660,5
CURRIMAO ILOCOS NORTE,2173,17.983,120.483,,PHL,06/12/2018,660,7
"BALANACAN, MARINDUQUE",2157,13.533,121.867,,PHL,06/12/2018,660,8
SUBIC ZAMBALES,2176,14.767,120.250,,PHL,06/12/2018,660,9
"MANILA, S. HARBOR",145,14.583,120.967,73,PHL,04/12/2018,660,11
"LEGASPI, ALBAY",522,13.150,123.750,72,PHL,04/12/2018,660,21
"VIRAC, CATANDUANES",2150,13.583,124.233,,PHL,13/12/2017,660,22
REAL QUEZON,2035,14.667,121.600,,PHL,04/12/2018,660,24
"TACLOBAN, LEYTE",664,11.250,125.000,,PHL,01/01/1980,660,71
CEBU,394,10.300,123.917,,PHL,04/12/2018,660,101
"BALINTANG, QUEZON, PALAWAN",2155,9.350,118.133,,PHL,12/12/2013,660,106
"PUERTO PRINCESA, PALAWAN",207,9.750,118.733,,PHL,04/12/2018,660,111
"MATI, DAVAO ORIENTAL",2156,6.950,126.217,,PHL,06/12/2018,660,116
"DAVAO, DAVAO GULF",537,7.083,125.633,71,PHL,04/12/2018,660,121
PAGADIAN CITY,2152,7.817,123.433,,PHL,6/12/2018,660,125
"MAKAR, GENERAL SANTOS CITY",2153,6.100,125.150,,PHL,06/12/2018,660,128
ZAMBOANGA CITY,2175,6.917,122.067,,PHL,06/12/2018,660,133
"JOLO, SULU",260,6.067,121.000,70,PHL,30/03/1999,660,141
"MACABALAN PORT, CAGAYAN DE ORO",2154,8.500,124.667,,PHL,06/12/2018,660,145
"TANDAG, SURIGAO DEL SUR",2158,9.083,126.200,,PHL,06/12/2018,660,148
MAMBAJAO CAMGUIN,2174,9.250,124.733,,PHL,6/12/2018,660,150
SURIGAO,1708,9.783,125.500,,PHL,13/12/2017,660,151
MIRI,1819,4.401,113.974,,MYS,04/05/2017,663,1
BINTULU,1833,3.262,113.064,,MYS,21/11/2017,663,11
SEJINGKAT,1893,1.583,110.422,,MYS,25/07/2011,663,21
LABUAN 2,1879,5.273,115.250,,MYS,21/11/2017,665,2
KOTA KINABALU,1733,5.983,116.067,,MYS,21/11/2017,665,31
KUDAT,1876,6.879,116.844,,MYS,21/11/2017,665,38
SANDAKAN,1834,5.810,118.067,,MYS,21/11/2017,665,45
LAHAT DATU,1877,5.019,118.346,,MYS,21/11/2017,665,53
TAWAU,1734,4.233,117.883,,MYS,21/11/2017,665,61
LAE,1303,-6.750,147.000,,PNG,03/07/2013,670,2
ALOTAU,1607,-10.317,150.450,63,PNG,3/7/2013,670,6
PORT MORESBY,439,-9.483,147.133,,PNG,20/5/1996,670,11
PORT MORESBY II,1610,-9.483,147.133,,PNG,26/03/2013,670,12
RABAUL,1164,-4.200,152.183,65,PNG,8/12/1998,670,21
KAVIENG,1608,-2.583,150.800,,PNG,03/07/2013,670,31
MANUS ISLAND,1609,-2.017,147.267,,PNG,3/7/2013,670,41
LOMBRUM,1860,-2.042,147.374,331,PNG,05/04/2018,670,43
WEWAK,1304,-3.550,143.633,,PNG,3/7/2013,670,51
MADANG,1254,-5.217,145.800,,PNG,03/07/2013,670,61
DARWIN,935,-12.472,130.846,62,AUS,05/04/2018,680,11
MILNER BAY (GROOTE EYLANDT),1160,-13.860,136.416,,AUS,05/04/2018,680,15
KARUMBA,835,-17.500,140.833,,AUS,02/10/2018,680,18
WEIPA,1157,-12.667,141.867,,AUS,2/10/2018,680,21
BOOBY ISLAND,1268,-10.603,141.910,61,AUS,02/10/2018,680,25
TURTLE HEAD,1749,-10.522,142.212,,AUS,02/10/2018,680,28
PORT DOUGLAS 2,1471,-16.483,145.467,,AUS,19/05/2015,680,37
CAIRNS,953,-16.917,145.783,,AUS,02/10/2018,680,41
MOURILYAN HARBOUR,1629,-17.583,146.083,,AUS,02/10/2018,680,43
LUCINDA,1630,-18.517,146.383,,AUS,02/10/2018,680,47
BOWEN II,2074,-20.017,148.250,,AUS,02/10/2018,680,50
TOWNSVILLE I,637,-19.250,146.833,60,AUS,02/10/2018,680,51
CAPE FERGUSON,1492,-19.277,147.058,,AUS,05/04/2018,680,54
SHUTE HARBOUR 2,1569,-20.283,148.783,,AUS,02/10/2018,680,58
MACKAY,564,-21.100,149.233,,AUS,02/10/2018,680,61
ROSSLYN BAY,1760,-23.161,150.790,,AUS,05/04/2018,680,69
PORT ALMA,2072,-23.583,150.867,,AUS,02/10/2018,680,70
GLADSTONE,825,-23.854,151.314,,AUS,02/10/2018,680,71
"BUNDABERG, BURNETT HEADS",1154,-24.767,152.383,59,AUS,2/10/2018,680,73
BRISBANE (WEST INNER BAR),822,-27.367,153.167,58,AUS,02/10/2018,680,78
BALLINA,319,-28.867,153.583,,AUS,1/1/1980,680,81
BRUNSWICK HEADS,2310,-28.537,153.552,,AUS,22/11/2016,680,82
TWEED HEADS,2314,-28.169,153.550,,AUS,28/09/2016,680,85
TWEED ENTRANCE SOUTH,2319,-28.171,153.551,,AUS,29/11/2016,680,86
NORFOLK ISLAND,821,-29.058,167.954,124,NFK,28/09/2016,680,91
EVANS HEAD,1229,-29.117,153.433,,AUS,01/01/1980,680,93
YAMBA,310,-29.430,153.362,,AUS,02/10/2018,680,101
COFF'S HARBOUR,799,-30.317,153.083,,AUS,11/03/1987,680,111
COFFS HARBOUR III,2311,-30.303,153.146,,AUS,22/11/2016,680,115
LORD HOWE ISLAND,818,-31.517,159.067,148,AUS,02/10/2018,680,121
PORT MACQUARIE,2313,-31.427,152.911,,AUS,22/11/2016,680,125
PORT STEPHENS (TOMAREE),2316,-32.715,152.182,,AUS,28/09/2016,680,128
SHOAL BAY,2320,-32.720,152.176,,AUS,29/11/2016,680,129
NEWCASTLE I,320,-32.917,151.800,,AUS,01/01/1980,680,131
NEWCASTLE II,1335,-32.917,151.800,,AUS,04/11/1987,680,132
NEWCASTLE III,267,-32.917,151.800,,AUS,12/04/1989,680,133
NEWCASTLE V,837,-32.924,151.789,,AUS,02/10/2018,680,135
"SYDNEY, FORT DENISON 2",196,-33.855,151.226,57,AUS,02/10/2018,680,140
"SYDNEY, FORT DENISON",65,-33.850,151.233,57,AUS,10/05/2000,680,141
CAMP COVE,549,-33.833,151.283,,AUS,20/02/1990,680,151
PORT KEMBLA,831,-34.474,150.912,,AUS,05/04/2018,680,161
JERVIS BAY II,2312,-35.122,150.708,,AUS,22/11/2016,680,164
ULLADULLA HARBOUR,2315,-35.358,150.477,,AUS,22/11/2016,680,165
EDEN,833,-37.074,149.908,,AUS,02/10/2018,680,171
STONY POINT,1033,-38.372,145.225,,AUS,05/04/2018,680,178
BURNIE,683,-41.050,145.915,,AUS,05/04/2018,680,193
LOW HEAD,2071,-41.064,146.795,,AUS,02/10/2018,680,194
DEVONPORT,1118,-41.185,146.362,,AUS,02/10/2018,680,195
SPRING BAY,1216,-42.546,147.933,56,AUS,05/04/2018,680,199
HOBART,838,-42.877,147.341,,AUS,02/10/2018,680,201
LORNE,1836,-38.547,143.989,,AUS,05/04/2018,680,226
PORTLAND,1547,-38.343,141.613,55,AUS,05/04/2018,680,231
PORT MACDONNELL I,871,-38.000,140.667,,AUS,01/01/1980,680,241
BEACHPORT,304,-37.500,140.000,,AUS,31/05/1989,680,251
KINGSTON,515,-36.833,139.850,,AUS,01/01/1980,680,271
VICTOR HARBOUR,1069,-35.562,138.635,,AUS,02/10/2018,680,275
BRIGHTON,677,-35.033,138.517,,AUS,01/01/1980,680,291
PORT STANVAC,1506,-35.109,138.467,,AUS,13/10/2011,680,298
PORT ADELAIDE (OUTER HARBOR),448,-34.780,138.481,,AUS,02/10/2018,680,311
SECOND VALLEY,443,-35.517,138.167,,AUS,01/01/1980,680,321
PORT GILES,1550,-35.022,137.768,,AUS,02/10/2018,680,340
EDITHBURG,516,-35.083,137.750,,AUS,01/01/1980,680,341
AMERICAN RIVER,631,-35.800,137.767,,AUS,01/01/1980,680,361
STENHOUSE BAY,492,-35.250,137.767,,AUS,01/01/1980,680,371
PORT WALLAROO,383,-33.933,137.633,,AUS,01/01/1980,680,381
WALLAROO II,1420,-33.926,137.615,,AUS,02/10/2018,680,382
PORT PIRIE,216,-33.178,138.012,,AUS,02/10/2018,680,391
PORT AUGUSTA,574,-32.550,137.783,,AUS,11/03/1987,680,401
WHYALLA III,1367,-33.013,137.590,,AUS,02/10/2018,680,410
WHYALLA,493,-33.017,137.567,,AUS,01/01/1980,680,411
FRANKLIN HARBOR,402,-33.683,136.933,,AUS,01/01/1980,680,421
PORT LINCOLN,230,-34.716,135.870,,AUS,02/10/2018,680,431
THEVENARD,386,-32.149,133.641,308,AUS,05/04/2018,680,441
ESPERANCE,1114,-33.871,121.895,54,AUS,05/04/2018,680,446
ALBANY,957,-35.034,117.893,,AUS,02/10/2018,680,451
BUNBURY,834,-33.323,115.660,,AUS,02/10/2018,680,461
FREMANTLE,111,-32.056,115.739,53,AUS,02/10/2018,680,471
HILLARYS,1761,-31.826,115.739,,AUS,05/04/2018,680,472
GERALDTON,1031,-28.776,114.602,,AUS,02/10/2018,680,474
CARNARVON,1115,-24.899,113.651,52,AUS,02/10/2018,680,479
EXMOUTH,1762,-21.955,114.141,,AUS,02/10/2018,680,482
ONSLOW,1631,-21.650,115.132,,AUS,02/10/2018,680,483
KING BAY,1549,-20.624,116.749,,AUS,30/06/2016,680,486
CAPE LAMBERT,1328,-20.588,117.186,,AUS,02/10/2018,680,491
PORT HEDLAND,189,-20.318,118.574,51,AUS,02/10/2018,680,494
BROOME,1159,-18.001,122.219,40,AUS,05/04/2018,680,497
WYNDHAM,1116,-15.453,128.101,,AUS,02/10/2018,680,507
COCOS ISLAND (HOME IS.),983,-12.117,96.894,46,CCK,05/04/2018,680,521
URANGAN II,2073,-25.300,152.917,,AUS,02/10/2018,680,600
INCE POINT,1300,-10.508,142.310,,AUS,02/10/2018,680,601
GOODS ISLAND,1368,-10.562,142.152,,AUS,02/10/2018,680,602
GOLD COAST SEAWAY 2,1704,-27.950,153.417,,AUS,02/10/2018,680,604
MOOLOOLABA 2,1493,-26.683,153.133,,AUS,02/10/2018,680,605
HAY POINT,1246,-21.283,149.300,,AUS,02/10/2018,680,606
AUCKLAND-WAITEMATA HARBOUR,217,-36.843,174.769,127,NZL,27/08/1999,690,1
AUCKLAND II,150,-36.843,174.769,127,NZL,09/06/2003,690,2
MOTURIKI ISLAND,978,-37.632,176.185,,NZL,23/11/2010,690,4
TAURANGA (SALISBURY WHARF),1590,-37.641,176.181,,NZL,28/06/2018,690,6
GISBORNE,1613,-38.675,178.022,,NZL,28/06/2018,690,8
NAPIER,1750,-39.476,176.920,,NZL,28/06/2018,690,9
WELLINGTON HARBOUR,221,-41.284,174.780,101,NZL,27/06/2018,690,11
WELLINGTON II,500,-41.284,174.780,101,NZL,04/03/2013,690,12
PORT LYTTELTON,247,-43.606,172.722,,NZL,28/06/2018,690,21
LYTTELTON II,259,-43.606,172.722,,NZL,17/01/2003,690,22
TIMARU HARBOUR,998,-44.394,171.256,,NZL,28/06/2018,690,26
PORT CHALMERS,1643,-45.815,170.624,,NZL,28/06/2018,690,28
DUNEDIN,252,-45.879,170.513,,NZL,01/01/1980,690,31
BLUFF (SOUTHLAND HARBOUR),213,-46.598,168.345,129,NZL,27/06/2018,690,41
GREYMOUTH,993,-42.450,171.200,,NZL,01/01/1980,690,51
WESTPORT HARBOUR,1004,-41.746,171.595,,NZL,25/05/1995,690,61
NELSON,787,-41.261,173.273,,NZL,28/06/2018,690,71
WANGANUI,1621,-39.945,174.993,,NZL,19/05/1989,690,77
PORT TARANAKI,996,-39.056,174.034,,NZL,28/06/2018,690,81
WHANGAREI HARBOUR (MARSDEN POINT),1065,-35.757,174.350,,NZL,28/06/2018,690,105
CHATHAM ISLAND,1920,-43.946,-176.561,128,NZL,17/11/2010,690,401
SAIPAN,1474,15.233,145.750,118,MNP,28/02/2018,700,11
APRA HARBOR,540,13.438,144.653,149,GUM,14/02/2018,701,1
"PAGO BAY, GUAM",2130,13.428,144.797,,GUM,14/02/2018,701,10
"CHUUK, MOEN ISLAND",528,7.447,151.847,116,FSM,10/03/2000,710,1
KAPINGAMARANGI,1473,1.100,154.783,117,FSM,28/02/2018,710,26
POHNPEI-B,1370,6.983,158.233,115,FSM,14/06/2018,710,31
POHNPEI C,1925,6.981,158.200,115,FSM,05/04/2018,710,32
MALAKAL-B,1252,7.333,134.467,120,PLW,28/02/2018,711,21
NAURU,1374,-533,166.900,114,NRU,14/02/1996,715,1
NAURU-B,1844,-529,166.910,114,NRU,05/04/2018,715,2
ENEWETOK,665,11.367,162.350,,MHL,01/01/1980,720,1
KWAJALEIN,513,8.732,167.735,111,MHL,20/02/2018,720,11
MAJURO-B,1217,7.100,171.367,112,MHL,21/03/2001,720,16
MAJURO-C,1838,7.106,171.373,112,MHL,05/04/2018,720,17
WAKE ISLAND,595,19.290,166.617,105,MHL,14/02/2018,720,21
"TARAWA-A,BETIO",1381,1.367,172.933,113,KIR,29/08/1990,730,6
"TARAWA-B,BAIRIKI",1579,1.333,173.017,113,KIR,15/11/1990,730,7
"TARAWA-C,BETIO",1739,1.367,172.933,113,KIR,31/12/1998,730,8
BETIO,1804,1.365,172.933,113,KIR,05/04/2018,730,9
FUNAFUTI,1452,-8.533,179.217,121,TUV,21/03/2001,732,11
FUNAFUTI B,1839,-8.502,179.195,121,TUV,31/10/2018,732,12
HONIARA II,1373,-9.433,159.950,66,SLB,07/11/1996,734,2
HONIARA-B,1861,-9.429,159.955,66,SLB,05/04/2018,734,4
NOUMEA-CHALEIX,852,-22.300,166.433,123,NCL,13/09/1991,740,1
NOUMEA-NUMBO,2134,-22.242,166.416,123,NCL,03/05/2018,740,21
MARE,2239,-21.548,167.877,,NCL,03/05/2018,740,22
PORT VILA B,1841,-17.755,168.308,348,VUT,05/04/2018,741,2
SUVA-A,1327,-18.136,178.423,122,FJI,05/04/2018,742,12
LAUTOKA,1805,-17.605,177.438,,FJI,05/04/2018,742,21
NUKU'ALOFA B,1842,-21.137,-175.181,125,TON,05/04/2018,744,2
PAGO PAGO,539,-14.280,-170.690,144,ASM,24/07/2018,745,1
APIA B,1840,-13.827,-171.761,,WSM,05/04/2018,746,2
KANTON ISLAND,575,-2.800,-171.717,145,KIR,01/01/1980,750,11
KANTON ISLAND-B,1329,-2.817,-171.717,145,KIR,28/02/2018,750,12
MIDWAY ISLAND,523,28.212,-177.360,106,UMI,14/02/2018,760,1
JOHNSTON ISLAND,598,16.738,-169.530,109,UMI,01/03/2018,760,11
FRENCH FRIGATE SHOALS,1372,23.867,-166.283,107,USA,14/10/2013,760,16
FRENCH FRIGATE SHOALS B,2192,23.868,-166.288,107,USA,28/02/2018,760,17
"PORT ALLEN, HANAPEPE BAY, KAUAI ISLAND",2129,21.903,-159.592,,USA,24/01/2012,760,19
