Station Name,ID,Lat.,Lon.,GLOSS ID,Country,Date,Coastline,Station
"NAWILIWILI BAY, KAUAI ISLAND",756,21.953,-159.355,,USA,14/02/2018,760,21
HONOLULU,155,21.307,-157.867,108,USA,14/02/2018,760,31
MOKUOLOE ISLAND,823,21.432,-157.790,,USA,14/02/2018,760,41
"LANAI ISLAND, KAUMALAPAU",2273,20.780,-156.900,,USA,28/02/2018,760,43
"KAHULUI HARBOR, MAUI ISLAND",521,20.895,-156.477,,USA,14/02/2018,760,51
"KAWAIHAE, HAWAII ISLAND",2128,20.037,-155.830,,USA,14/02/2018,760,56
"HILO, HAWAII ISLAND",300,19.730,-155.055,287,USA,14/02/2018,760,61
FANNING-B,1361,3.900,-159.383,,KIR,18/05/1994,770,12
CHRISTMAS ISLAND,801,1.983,-157.467,146,KIR,01/01/1980,770,21
CHRISTMAS ISLAND II,1371,1.983,-157.483,146,KIR,28/02/2018,770,22
PENRHYN,1450,-9.017,-158.067,143,COK,28/02/2018,775,1
"PAPEETE-B, FARE UTE POINT, SOC.IS.",1397,-17.533,-149.573,140,PYF,28/02/2018,780,11
VAIRAO,2242,-17.806,-149.295,,PYF,23/03/2017,780,12
RAROTONGA B,1843,-21.205,-159.785,139,COK,05/04/2018,785,6
NUKU HIVA,1555,-8.933,-140.083,142,PYF,14/10/2013,805,11
RIKITEA,1253,-23.122,-134.967,138,PYF,28/02/2018,808,1
RANGIROA,2216,-14.946,-147.706,,PYF,22/03/2017,808,2
TUBUAI,2217,-23.342,-149.476,,PYF,22/03/2017,808,4
EASTER ISLAND-D,1462,-27.150,-109.450,137,CHL,11/09/1990,810,2
EASTER ISLAND-E,1272,-27.155,-109.473,137,CHL,10/07/2018,810,3
MASSACRE BAY,491,52.833,173.200,,USA,01/01/1980,820,1
ADAK SWEEPER COVE,487,51.863,-176.632,302,USA,14/02/2018,820,11
"ATKA, NAZAN BAY",2303,52.232,-174.173,,USA,20/02/2018,820,12
DUTCH HARBOR,390,53.900,-166.533,102,USA,01/01/1980,820,20
UNALASKA,757,53.880,-166.537,102,USA,14/02/2018,820,21
"PRUDHOE BAY, ALASKA",1857,70.400,-148.527,151,USA,14/02/2018,821,2
"NOME, ALASKA",1800,64.500,-165.430,74,USA,14/02/2018,821,3
"KING COVE, DEER PASSAGE",2302,55.062,-162.327,,USA,20/02/2018,821,5
"SAND POINT, POPOF IS., AK",1634,55.337,-160.502,100,USA,14/02/2018,821,6
"VILLAGE COVE, ST. PAUL ISLAND",2304,57.125,-170.285,,USA,20/02/2018,821,7
"ST. PAUL'S HARBOR, KODIAK",1179,57.745,-152.482,,USA,06/07/1990,821,9
"ALITAK, LAZY BAY",2301,56.898,-154.247,,USA,20/02/2018,821,10
"KODIAK ISLAND, WOMENS BAY",567,57.732,-152.512,,USA,14/02/2018,821,11
ANCHORAGE,1067,61.238,-149.890,,USA,14/02/2018,821,12
"NIKISKI, ALASKA",1350,60.683,-151.397,,USA,14/02/2018,821,13
SELDOVIA,1070,59.440,-151.720,,USA,14/02/2018,821,15
SEWARD,266,60.120,-149.427,150,USA,14/02/2018,821,17
VALDEZ,1353,61.125,-146.362,,USA,14/02/2018,821,19
CORDOVA,566,60.558,-145.752,,USA,14/02/2018,821,20
"ELFIN COVE, PORT ALTHORP",2300,58.195,-136.347,,USA,20/02/2018,821,22
YAKUTAT,445,59.548,-139.733,,USA,14/02/2018,821,26
SITKA,426,57.052,-135.342,154,USA,14/02/2018,821,31
PORT ALEXANDER,2299,56.247,-134.647,,USA,20/02/2018,821,33
SKAGWAY,495,59.450,-135.327,,USA,24/07/2018,821,41
JUNEAU,405,58.298,-134.412,,USA,14/02/2018,821,44
KETCHIKAN,225,55.332,-131.625,,USA,14/02/2018,821,51
PRINCE RUPERT,167,54.317,-130.333,155,CAN,07/08/2018,822,1
LANGARA POINT,840,54.250,-133.033,,CAN,05/07/2005,822,5
QUEEN CHARLOTTE CITY,829,53.250,-132.067,,CAN,07/08/2018,822,8
BELLA COOLA,1084,52.367,-126.783,,CAN,01/01/1980,822,13
BELLA BELLA,984,52.167,-128.133,,CAN,07/08/2018,822,16
PORT HARDY,1071,50.717,-127.483,,CAN,07/08/2018,822,20
ALERT BAY,554,50.583,-126.950,,CAN,01/01/1980,822,21
CAMPBELL RIVER,1323,50.017,-125.233,,CAN,07/08/2018,822,27
COMOX,630,49.667,-124.917,,CAN,01/01/1980,822,31
NANOOSE BAY,1825,49.267,-124.133,,CAN,04/06/1996,822,33
POINT ATKINSON,193,49.333,-123.250,,CAN,07/08/2018,822,51
VANCOUVER,175,49.283,-123.117,,CAN,07/08/2018,822,71
NEW WESTMINSTER,1245,49.200,-122.917,,CAN,07/08/2018,822,75
STEVESTON,1255,49.117,-123.183,,CAN,19/04/2000,822,83
TSAWWASSEN,1341,49.000,-123.133,,CAN,01/01/1980,822,85
FULFORD HARBOUR,688,48.767,-123.450,,CAN,04/06/1996,822,96
PATRICIA BAY,1152,48.650,-123.450,,CAN,07/08/2018,822,98
VICTORIA,166,48.417,-123.367,,CAN,07/08/2018,822,101
SOOKE,921,48.367,-123.733,,CAN,25/10/1993,822,104
PORT RENFREW,842,48.550,-124.417,,CAN,19/04/2000,822,106
BAMFIELD,1242,48.850,-125.133,,CAN,07/08/2018,822,108
PORT ALBERNI,527,49.233,-124.817,,CAN,19/04/2000,822,111
TOFINO,165,49.150,-125.917,156,CAN,07/08/2018,822,116
WINTER HARBOUR,1799,50.517,-128.033,,CAN,07/08/2018,822,124
NEAH BAY,385,48.367,-124.612,,USA,14/02/2018,823,1
LA PUSH,2298,47.913,-124.637,,USA,20/02/2018,823,2
"PORT ANGELES, WASHINGTON",2127,48.125,-123.440,,USA,14/02/2018,823,3
CHERRY POINT,1633,48.863,-122.757,,USA,14/02/2018,823,5
FRIDAY HARBOR (OCEAN. LABS.),384,48.547,-123.010,,USA,14/02/2018,823,6
"TOKE POINT, WILLIPA BAY, WA",1354,46.707,-123.967,,USA,14/02/2018,823,9
SEATTLE,127,47.602,-122.338,,USA,14/02/2018,823,11
PORT TOWNSEND,1325,48.112,-122.757,,USA,14/02/2018,823,12
ASTORIA (TONGUE POINT),265,46.207,-123.768,,USA,14/02/2018,823,13
GARIBALDI,1285,45.553,-123.918,,USA,22/05/1987,823,14
DEPOE BAY,1541,44.810,-124.057,,USA,27/11/1987,823,15
SOUTH BEACH,1196,44.625,-124.042,157,USA,14/02/2018,823,16
GARIBALDI II,2214,45.555,-123.918,,USA,20/02/2018,823,17
CHARLESTON II,1269,43.345,-124.322,,USA,14/02/2018,823,19
PORT ORFORD,1640,42.738,-124.498,,USA,14/02/2018,823,20
CRESCENT CITY,378,41.745,-124.182,,USA,14/02/2018,823,21
"N. SPIT, HUMBOLDT BAY",1639,40.767,-124.217,,USA,14/02/2018,823,24
"ARENA COVE, CALIFORNIA",2125,38.913,-123.707,,USA,14/02/2018,823,26
POINT REYES,1394,37.995,-122.977,,USA,14/02/2018,823,30
SAN FRANCISCO,10,37.807,-122.465,158,USA,14/02/2018,823,31
ALAMEDA (NAVAL AIR STATION),437,37.772,-122.298,,USA,14/02/2018,823,32
"PORT CHICAGO, CALIFORNIA",2330,38.055,-122.040,,USA,20/02/2018,823,33
SAN MATEO,1663,37.583,-122.250,,USA,21/06/1990,823,34
"REDWOOD CITY, CALIFORNIA",2329,37.507,-122.212,,USA,20/02/2018,823,35
MONTEREY,1352,36.605,-121.887,,USA,14/02/2018,823,36
PORT SAN LUIS,508,35.177,-120.760,,USA,14/02/2018,823,42
RINCON ISLAND,1013,34.348,-119.442,,USA,16/07/1993,823,44
"SANTA BARBARA, CALIFORNIA",2126,34.408,-119.685,,USA,14/02/2018,823,48
SANTA MONICA (MUNICIPAL PIER),377,34.008,-118.500,,USA,14/02/2018,823,49
LOS ANGELES,245,33.720,-118.272,,USA,14/02/2018,823,51
ALAMITOS BAY ENTRANCE,717,33.750,-118.117,,USA,01/01/1980,823,56
NEWPORT BAY,766,33.603,-117.882,,USA,16/07/1993,823,57
SAN CLEMENTE ISLAND,883,33.000,-118.550,,USA,01/01/1980,823,61
LA JOLLA (SCRIPPS PIER),256,32.867,-117.257,159,USA,20/02/2018,823,71
SAN DIEGO (QUARANTINE STATION),158,32.713,-117.173,,USA,14/02/2018,823,81
ENSENADA,795,31.850,-116.633,,MEX,12/01/2012,830,1
BAHIA SAN QUINTIN,1457,30.483,-115.983,,MEX,29/12/1994,830,5
GUADALUPE ISLAND II,1413,28.883,-118.300,160,MEX,29/01/1992,830,12
ISLA DE CEDROS,1430,28.100,-115.183,,MEX,29/01/1992,830,14
CABO SAN LUCAS,1355,22.883,-109.900,161,MEX,31/07/2014,830,20
LA PAZ,695,24.167,-110.350,,MEX,14/05/2013,830,21
LORETO,1410,26.017,-111.367,,MEX,29/01/1992,830,23
BAHIA DE LOS ANGELES,1357,28.967,-113.550,,MEX,03/12/1997,830,25
GUAYMAS,693,27.917,-110.900,,MEX,14/05/2013,830,31
TOPOLOBAMPO,793,25.600,-109.050,,MEX,21/01/1992,830,41
MAZATLAN,712,23.200,-106.417,,MEX,14/02/1996,830,51
MANZANILLO,737,19.050,-104.333,163,MEX,23/01/1992,830,71
MANZANILLO 2,1818,19.067,-104.300,163,MEX,28/02/2018,830,72
ACAPULCO,686,16.833,-99.917,267,MEX,24/06/2015,830,81
PUERTO ANGEL,1015,15.500,-96.500,164,MEX,14/02/1996,830,86
SALINA CRUZ,689,16.167,-95.200,,MEX,14/05/2013,830,91
CHAMPERICO,1201,14.283,-91.917,,GTM,01/01/1980,832,6
SAN JOSE,973,13.917,-90.833,,GTM,01/01/1980,832,11
SAN JOSE II,777,13.917,-90.817,,GTM,03/12/1997,832,12
LA UNION,558,13.333,-87.817,,SLV,01/01/1980,833,1
ACAJUTLA,1011,13.567,-89.833,182,SLV,03/09/2015,833,11
ACAJUTLA 2,1302,13.583,-89.833,182,SLV,28/02/2018,833,12
PUNTARENAS,464,9.967,-84.833,,CRI,01/01/1980,836,1
QUEPOS,844,9.400,-84.167,167,CRI,14/10/2013,836,11
QUEPOS B,2189,9.425,-84.172,167,CRI,28/02/2018,836,21
PUERTO ARMUELLES,668,8.267,-82.867,,PAN,01/01/1980,840,1
PUERTO ARMUELLES B,1571,8.267,-82.867,,PAN,05/06/2014,840,2
BALBOA,163,8.967,-79.567,168,PAN,18/04/2018,840,11
NAOS ISLAND,581,8.918,-79.550,,PAN,01/01/1980,840,21
NAOS ISLAND 2,1783,8.918,-79.533,,PAN,07/10/1998,840,22
BUENAVENTURA,456,3.900,-77.100,170,COL,04/11/2015,842,11
TUMACO,639,1.833,-78.733,171,COL,04/11/2015,842,21
LA LIBERTAD,555,-2.200,-80.917,172,ECU,01/01/1980,845,11
LA LIBERTAD II,544,-2.200,-80.917,172,ECU,18/04/2018,845,12
SAN CRISTOBAL,927,-900,-89.617,,ECU,01/01/1980,845,21
BALTRA-B,1645,-433,-90.283,169,ECU,28/02/2018,845,34
PUERTO BOLIVAR,1277,-3.267,-80.000,,ECU,16/06/1992,845,41
TALARA,475,-4.617,-81.283,,PER,01/01/1980,848,11
CHIMBOTE,771,-9.083,-78.633,,PER,01/01/1980,848,21
CALLAO 2,1274,-12.050,-77.150,173,PER,28/02/2018,848,32
SAN JUAN,923,-15.367,-75.200,,PER,01/01/1980,848,41
MATARANI,458,-17.000,-72.117,,PER,01/03/1990,848,51
MATARANI B,2188,-17.002,-72.108,,PER,28/02/2018,848,55
ARICA,618,-18.467,-70.333,,CHL,19/11/1992,850,1
IQUIQUE,1963,-20.217,-70.167,,CHL,08/04/2013,850,6
IQUIQUE II,2261,-20.204,-70.148,,CHL,10/07/2018,850,7
ANTOFAGASTA,511,-23.650,-70.417,174,CHL,19/11/1992,850,11
ANTOFAGASTA 2,510,-23.653,-70.404,174,CHL,10/07/2018,850,12
SAN FELIX,1751,-26.292,-80.109,177,CHL,10/07/2018,850,16
CALDERA,619,-27.067,-70.833,,CHL,19/11/1992,850,21
VALPARAISO,499,-33.027,-71.626,175,CHL,10/07/2018,850,31
JUAN FERNANDEZ-C,1644,-33.636,-78.830,176,CHL,10/07/2018,850,39
TALCAHUANO,571,-36.683,-73.100,,CHL,10/07/2018,850,41
CORRAL,1057,-39.867,-73.433,,CHL,01/01/1980,850,47
CORRAL II,2262,-39.878,-73.423,,CHL,10/07/2018,850,48
ANCUD,2264,-41.867,-73.832,,CHL,10/07/2018,850,53
MELINKA,2265,-43.898,-73.748,,CHL,09/11/2017,850,55
PUNTA ARENAS,473,-53.167,-70.900,,CHL,19/07/1996,850,61
PUNTA ARENAS II,2263,-53.124,-70.860,,CHL,10/07/2018,850,62
CALETA PERCY,994,-52.900,-70.267,,CHL,02/12/2015,850,71
PUERTO WILLIAMS,1122,-54.917,-67.617,,CHL,10/07/2018,850,81
DIEGO RAMIREZ,1785,-56.500,-68.717,,CHL,25/02/2004,850,91
USHUAIA I,874,-54.817,-68.217,181,ARG,01/01/1980,860,1
USHUAIA II,1271,-54.817,-68.217,181,ARG,12/11/2007,860,2
PUERTO DESEADO,185,-47.750,-65.917,190,ARG,27/11/2018,860,11
COMODORO RIVADAVIA,181,-45.867,-67.483,,ARG,01/01/1980,860,21
PUERTO MADRYN,501,-42.767,-65.033,191,ARG,25/10/2010,860,31
PIRAMIDE,867,-42.583,-64.283,,ARG,01/01/1980,860,41
ROSALES,870,-38.933,-62.067,,ARG,01/01/1980,860,61
QUEQUEN,223,-38.583,-58.700,,ARG,05/04/1990,860,81
MAR DEL PLATA (PUERTO),857,-38.033,-57.533,192,ARG,01/01/1980,860,91
MAR DEL PLATA (NAVAL BASE),819,-38.033,-57.517,192,ARG,10/07/2018,860,101
MAR DE AJO,1542,-36.700,-56.667,,ARG,02/03/1988,860,124
RIO SANTIAGO,897,-34.850,-57.900,,ARG,01/01/1980,860,141
BUENOS AIRES,157,-34.600,-58.367,,ARG,14/05/1991,860,151
PALERMO,832,-34.567,-58.400,,ARG,10/07/2018,860,161
ISLA MARTIN GARCIA,864,-34.183,-58.250,,ARG,01/01/1980,860,171
STANLEY,1082,-51.690,-57.865,305,FLK,01/01/1980,863,1
STANLEY II,1796,-51.692,-57.821,305,FLK,12/06/2014,863,2
COLONIA,433,-34.483,-57.850,,URY,23/05/1996,870,1
MONTEVIDEO (PUNTA LOBOS),431,-34.900,-56.250,300,URY,31/05/2018,870,11
PUNTA DEL ESTE,434,-34.967,-54.950,,URY,23/05/1996,870,21
LA PALOMA,764,-34.650,-54.150,,URY,04/08/2017,870,31
IMBITUBA,542,-28.233,-48.650,351,BRA,01/01/1980,874,31
CANANEIA,726,-25.017,-47.933,194,BRA,18/07/2007,874,51
RIO DE JANEIRO,579,-22.933,-43.133,,BRA,01/01/1980,874,91
ILHA FISCAL,1032,-22.897,-43.167,195,BRA,06/06/2017,874,92
CANAVIEIRAS,699,-15.667,-38.967,,BRA,01/01/1980,874,106
SALVADOR,578,-12.967,-38.517,334,BRA,01/01/1980,874,111
RECIFE,556,-8.050,-34.867,,BRA,01/01/1980,874,121
FORTALEZA,559,-3.717,-38.483,336,BRA,01/01/1980,874,151
MADEIRA,1736,-2.567,-44.383,200,BRA,14/11/2017,874,155
SALINOPOLIS,589,-650,-47.383,,BRA,01/01/1980,874,158
BELEM,580,-1.450,-48.500,,BRA,01/01/1980,874,161
SANTANA,1975,-50,-51.167,,BRA,18/03/1987,874,171
ILE ROYALE,2012,5.284,-52.587,202,GUF,03/05/2018,876,11
PORT OF SPAIN,415,10.650,-61.517,203,TTO,15/11/1999,890,1
"PRICKLEY BAY, GRENADA",2272,12.005,-61.765,,GRD,01/03/2018,893,1
PUERTO DE HIERRO,782,10.617,-62.083,,VEN,01/01/1980,900,1
GUIRIA,1053,10.567,-62.283,,VEN,20/04/2001,900,6
RIOHACHA,714,11.550,-72.917,,COL,01/01/1980,902,11
CARTAGENA,572,10.400,-75.550,207,COL,20/04/1994,902,21
COCO SOLO,1530,9.367,-79.883,208,PAN,21/08/1997,904,6
CRISTOBAL,169,9.350,-79.917,208,PAN,16/01/2012,904,11
PUERTO LIMON,552,10.000,-83.033,,CRI,18/05/1994,906,11
PUERTO CASTILLA,779,16.017,-86.033,,HND,01/01/1980,908,11
PUERTO CORTES,557,15.833,-87.950,,HND,01/01/1980,908,31
FORT-DE-FRANCE II,1942,14.602,-61.063,338,MTQ,03/05/2018,912,21
POINTE-A-PITRE,1784,16.224,-61.531,,GLP,03/05/2018,914,1
SANTO TOMAS DE CASTILLA,1080,15.700,-88.617,,GTM,01/01/1980,916,1
PROGRESO,690,21.300,-89.667,213,MEX,24/06/2015,920,1
CIUDAD DEL CARMEN,796,18.633,-91.850,,MEX,24/01/1992,920,11
COATZACOALCOS,692,18.150,-94.417,,MEX,23/01/1992,920,21
ALVARADO,768,18.767,-95.767,,MEX,23/01/1992,920,31
TUXPAN,918,21.000,-97.333,,MEX,15/05/2013,920,51
CIUDAD MADERO,1020,22.250,-97.800,,MEX,09/10/1990,920,66
MARIEL BOCA,2286,23.021,-82.756,,CUB,07/03/2017,930,23
GIBARA,563,21.108,-76.125,276,CUB,25/07/2018,930,31
NUEVITAS PUNTA PRACTICO,2288,21.591,-77.110,,CUB,25/07/2018,930,35
GUANTANAMO BAY,418,19.907,-75.147,,CUB,17/07/2001,930,51
CASILDA II,2021,21.753,-79.992,,CUB,25/07/2018,930,65
CAYO LOCO,2289,22.151,-80.455,,CUB,25/07/2018,930,67
CABO DE SAN ANTONIO,1297,21.900,-84.900,214,CUB,25/07/2018,930,71
ISABELA DE SAGUA,1909,22.933,-80.017,,CUB,25/07/2018,930,81
SANTIAGO DE CUBA,2287,20.021,-75.837,,CUB,25/07/2018,930,85
CABO CRUZ,1910,19.833,-77.733,,CUB,25/07/2018,930,91
MANZANILLO,1934,20.333,-77.150,,CUB,25/07/2018,930,95
NORTH SOUND,1422,19.300,-81.317,,CYM,18/06/2007,931,1
SOUTH SOUND,1426,19.267,-81.383,,CYM,20/08/1997,931,11
PORT ROYAL,744,17.933,-76.850,210,JAM,01/01/1980,932,11
PORT AU PRINCE,583,18.567,-72.350,209,HTI,01/01/1980,934,11
BARAHONA,745,18.200,-71.083,,DOM,01/01/1980,936,11
PUERTO PLATA,577,19.817,-70.700,,DOM,01/01/1980,936,21
CULEBRA,2120,18.302,-65.303,,PRI,12/02/2014,938,1
"ESPERANZA, VIEQUES",2209,18.093,-65.472,,PRI,20/02/2018,938,4
MAGUEYES ISLAND,759,17.970,-67.045,,PRI,14/02/2018,938,11
SAN JUAN,1001,18.458,-66.115,206,PRI,14/02/2018,938,21
AGUADILLA,2121,18.457,-67.163,,PRI,18/02/2013,938,31
MONA ISLAND,2122,18.090,-67.938,,PRI,14/02/2018,938,41
CHARLOTTE AMALIE,1393,18.335,-64.920,,VIR,14/02/2018,939,1
"LIME TREE BAY, ST CROIX",1447,17.693,-64.753,,VIR,14/02/2018,939,11
CHRISTIANSTED HARBOUR,2118,17.750,-64.705,,VIR,14/02/2018,939,15
LAMESHUR BAY,2119,18.317,-64.723,,VIR,14/02/2018,939,21
PORT ISABEL,497,26.060,-97.215,,USA,14/02/2018,940,1
PORT MANSFIELD,1038,26.553,-97.422,,USA,14/02/2018,940,2
PADRE ISLAND,919,26.068,-97.152,,USA,16/07/1993,940,3
"PORT ARANSAS, H. CALDWELL PIER",922,27.827,-97.050,,USA,03/06/1987,940,4
ROCKPORT,538,28.022,-97.047,,USA,14/02/2018,940,5
FREEPORT,725,28.948,-95.308,,USA,27/05/2009,940,6
"GALVESTON I, PLEASURE PIER, TX",828,29.285,-94.788,217,USA,07/03/2012,940,7
"GALVESTON II, PIER 21, TX",161,29.310,-94.793,217,USA,14/02/2018,940,8
SABINE PASS,920,29.705,-93.853,,USA,04/11/1988,940,9
SABINE PASS NORTH,1835,29.728,-93.870,,USA,14/02/2018,940,10
EUGENE ISLAND,440,29.372,-91.385,,USA,26/10/1990,940,11
"USCG FREEPORT, TEXAS",2297,28.943,-95.302,,USA,20/02/2018,940,12
"CORPUS CHRISTI, GULF MEXICO, TX",1903,27.583,-97.217,,USA,14/02/2018,940,15
GRAND ISLE,526,29.263,-89.957,,USA,14/02/2018,940,21
"NEW CANAL STATION, LOUISIANA",2328,30.027,-90.113,,USA,20/02/2018,940,28
"SHELL BEACH, LOUISIANA",2296,29.868,-89.673,,USA,20/02/2018,940,30
"WAVELAND, GULF OF MEX., MS",1884,30.282,-89.367,,USA,19/08/2013,940,32
SOUTH PASS,1511,28.990,-89.140,,USA,14/11/2017,940,34
BAY WAVELAND YACHT CLUB,1715,30.325,-89.325,,USA,01/10/1996,940,36
DAUPHIN ISLAND,1156,30.250,-88.075,,USA,14/02/2018,940,37
BAY WAVELAND YACHT CLUB II,2215,30.326,-89.326,,USA,19/07/2018,940,38
"MOBILE STATE DOCKS, ALABAMA",2327,30.705,-88.040,,USA,20/02/2018,940,39
PENSACOLA,246,30.403,-87.210,288,USA,14/02/2018,940,41
"PANAMA CITY, ST.ANDREWS BAY, FL",1641,30.152,-85.667,,USA,14/02/2018,940,42
APALACHICOLA,1193,29.727,-84.982,,USA,14/02/2018,940,43
TURKEY POINT,1714,29.915,-84.512,,USA,01/10/1996,940,45
ST. MARKS,1136,30.067,-84.183,,USA,01/01/1980,940,47
"SHELL POINT, WALKER CREEK",1670,30.060,-84.290,,USA,05/07/1990,940,49
CEDAR KEY I,199,29.133,-83.033,,USA,01/01/1980,940,51
CEDAR KEY II,428,29.135,-83.032,,USA,14/02/2018,940,52
CLEARWATER BEACH,1638,27.978,-82.832,,USA,14/02/2018,940,60
ST. PETERSBURG,520,27.760,-82.627,,USA,14/02/2018,940,61
FORT MYERS,1106,26.647,-81.870,,USA,14/02/2018,940,65
NAPLES,1107,26.132,-81.807,,USA,14/02/2018,940,66
KEY WEST,188,24.555,-81.807,216,USA,14/02/2018,940,71
VACA KEY,1701,24.712,-81.105,,USA,14/02/2018,940,89
MARATHON SHORES,1187,24.733,-81.033,,USA,01/01/1980,940,91
KEY COLONY BEACH,1424,24.718,-81.017,,USA,06/03/2000,940,92
SETTLEMENT POINT,1646,26.710,-78.997,211,BHS,10/07/2002,941,1
SETTLEMENT POINT A,1928,26.683,-78.983,211,BHS,28/02/2018,941,2
PAGET ISLAND,886,32.367,-64.667,,BMU,01/01/1980,950,1
ST. GEORGES / ESSO PIER (BERMUDA),368,32.373,-64.703,221,BMU,14/02/2018,950,11
MIAMI BEACH,363,25.768,-80.132,,USA,05/10/1987,960,1
HAULOVER PIER,1717,25.903,-80.120,,USA,24/11/1994,960,2
LAKE WORTH PIER,1696,26.612,-80.033,,USA,14/02/2018,960,4
PALM BEACH,1669,26.700,-80.050,,USA,05/07/1990,960,5
DAYTONA BEACH,270,29.233,-81.000,,USA,01/01/1980,960,6
DAYTONA BEACH SHORES,1182,29.147,-80.963,,USA,05/10/1987,960,7
"VIRGINIA KEY, FL",1858,25.730,-80.162,332,USA,14/02/2018,960,8
"MAYPORT (BAR PILOTS DOCK), FLORIDA",2326,30.398,-81.428,,USA,20/02/2018,960,10
MAYPORT,316,30.393,-81.432,,USA,01/06/2001,960,11
JACKSONVILLE,716,30.350,-81.617,,USA,01/01/1980,960,12
"TRIDENT PIER, PORT CANAVERAL",2123,28.415,-80.592,,USA,14/02/2018,960,15
FERNANDINA BEACH,112,30.672,-81.465,,USA,14/02/2018,960,21
FORT PULASKI,395,32.033,-80.902,289,USA,14/02/2018,960,31
BEAUFORT,1537,32.433,-80.667,,USA,04/11/1988,960,36
CHARLESTON I,234,32.782,-79.925,,USA,14/02/2018,960,41
GENERAL DYNAMICS PIER,1721,33.017,-79.917,,USA,16/07/1993,960,42
"SOUTH ISLAND PLANTATION, WINYAH BAY",1651,33.235,-79.203,,USA,01/10/1996,960,44
"BUCKSPORT, WACCAMAW R.",1720,33.647,-79.095,,USA,16/07/1993,960,48
SPRINGMAID PIER,1444,33.655,-78.918,,USA,14/02/2018,960,50
MYRTLE BEACH,862,33.683,-78.885,,USA,01/01/1980,960,51
SOUTHPORT,1431,33.915,-78.018,,USA,22/06/1990,960,56
"CAPE HATTERAS, NORTH CAROLINA",2294,35.223,-75.635,,USA,26/04/2016,960,59
WILMINGTON,396,34.227,-77.953,,USA,14/02/2018,960,60
"BEAUFORT, NORTH CAROLINA",2295,34.720,-76.670,,USA,20/02/2018,960,61
MOREHEAD CITY,719,34.717,-76.733,,USA,01/01/1980,960,62
DUCK PIER OUTSIDE,1636,36.183,-75.747,219,USA,14/02/2018,960,63
VIRGINIA BEACH,945,36.850,-75.967,,USA,01/01/1980,960,64
PORTSMOUTH (NORFOLK NAVY YARD),399,36.822,-76.293,,USA,26/06/1990,960,65
"OREGON INLET MARINA, NORTH CAROLINA",2325,35.795,-75.548,,USA,20/02/2018,960,66
RICHMOND,462,37.567,-77.450,,USA,01/01/1980,960,68
CHESAPEAKE BAY BR. TUN.,1635,36.967,-76.113,,USA,14/02/2018,960,70
"SEWELLS POINT, HAMPTON ROADS",299,36.947,-76.330,,USA,24/07/2018,960,71
GLOUCESTER POINT,597,37.247,-76.500,,USA,26/01/2005,960,72
CAMBRIDGE II,1295,38.573,-76.068,,USA,14/02/2018,960,73
CAMBRIDGE,481,38.575,-76.072,,USA,01/01/1980,960,74
"LEWISETTA, VIRGINIA",2324,37.995,-76.465,,USA,20/02/2018,960,75
WASHINGTON DC,360,38.873,-77.022,,USA,14/02/2018,960,76
"PINEY POINT, MARYLAND",971,38.133,-76.533,,USA,01/01/1980,960,77
SOLOMON'S ISLAND (BIOL. LAB.),412,38.317,-76.452,,USA,14/02/2018,960,78
GINGERVILLE CREEK,1203,38.958,-76.555,,USA,01/01/1980,960,79
ANNAPOLIS (NAVAL ACADEMY),311,38.983,-76.480,,USA,14/02/2018,960,80
BALTIMORE,148,39.267,-76.578,,USA,14/02/2018,960,81
MATAPEAKE,1338,38.957,-76.355,,USA,02/10/1987,960,82
KIPTOPEKE BEACH,636,37.165,-75.988,,USA,14/02/2018,960,83
INDIAN RIVER INLET,1337,38.610,-75.070,,USA,02/10/1987,960,84
LEWES (BREAKWATER HARBOR),224,38.782,-75.120,,USA,14/02/2018,960,85
OCEAN CITY INLET,2292,38.328,-75.092,,USA,20/02/2018,960,86
PHILADELPHIA (PIER 9N),135,39.933,-75.142,,USA,14/02/2018,960,87
TRENTON,1654,40.188,-74.755,,USA,16/07/1993,960,88
REEDY POINT,786,39.558,-75.573,,USA,14/02/2018,960,89
CAPE MAY,1153,38.968,-74.960,,USA,14/02/2018,960,90
ATLANTIC CITY,180,39.355,-74.418,220,USA,14/02/2018,960,91
WACHAPREAGUE,2293,37.607,-75.687,,USA,20/02/2018,960,92
"TOLCHESTER BEACH, MARYLAND",2323,39.213,-76.245,,USA,20/02/2018,960,93
SANDY HOOK,366,40.467,-74.008,,USA,14/02/2018,960,101
NEW YORK (THE BATTERY),12,40.700,-74.013,,USA,14/02/2018,960,121
"BERGEN POINT, STATEN IS.",1637,40.637,-74.142,,USA,14/02/2018,960,132
MONTAUK,519,41.048,-71.960,,USA,14/02/2018,960,135
PLUM ISLAND,875,41.167,-72.200,,USA,01/01/1980,960,136
PORT JEFFERSON,848,40.950,-73.077,,USA,16/07/1993,960,138
"KINGS POINT, NEW YORK",2322,40.810,-73.765,,USA,20/02/2018,960,140
WILLETS POINT,362,40.793,-73.782,,USA,01/06/2001,960,141
NEW ROCHELLE,856,40.893,-73.782,,USA,05/06/1987,960,143
BRIDGEPORT,1068,41.173,-73.182,,USA,14/02/2018,960,147
NEW LONDON,429,41.360,-72.090,,USA,14/02/2018,960,151
PROVIDENCE (STATE PIER),430,41.807,-71.400,,USA,14/02/2018,960,158
NEWPORT,351,41.505,-71.327,290,USA,14/02/2018,960,161
